,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,BR_player_id,DRB,DRtg,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,ORtg,PF,PTS,Pos,STL,Season,TOV,TRB,Tm
1,2.7,.417,6.4,3.3,.388,8.6,3.2,27,0.4,frahmri01,4.7,110,6.0,.400,15.0,2.2,.840,2.7,43,0,NBA,499,1.8,114,3.7,17.6,SG,1.6,2004-05,1.5,6.5,POR
2,2.5,.533,4.8,3.6,.329,11.1,3.3,28,0.3,frahmri01,4.8,109,6.2,.390,15.9,1.1,.700,1.6,33,0,NBA,342,0.5,106,4.8,17.1,SG,0.6,2005-06,1.3,5.2,TOT
3,2.2,.529,4.1,3.6,.313,11.5,3.6,28,0.5,frahmri01,4.8,108,5.8,.369,15.6,0.7,.600,1.2,25,0,NBA,225,0.7,105,5.3,15.9,SG,0.7,2005-06,1.0,5.5,MIN
4,3.3,.538,6.1,3.7,.364,10.3,2.8,28,0.0,frahmri01,4.7,109,7.0,.429,16.3,1.9,.800,2.3,8,0,NBA,117,0.0,108,3.7,19.6,SG,0.5,2005-06,1.9,4.7,HOU
5,4.2,.448,9.3,2.2,.280,8.0,2.6,30,0.0,frahmri01,3.2,114,6.4,.370,17.3,0.0,.000,0.6,10,2,NBA,163,1.3,85,2.2,15.0,SG,0.6,2007-08,1.9,4.5,LAC
0,7.2,.483,14.8,2.0,.345,5.7,9.3,22,0.5,francst01,4.7,107,9.1,.445,20.5,5.3,.786,6.7,77,77,NBA,2776,2.8,105,4.2,25.5,PG,2.2,1999-00,5.6,7.5,HOU
1,6.9,.472,14.7,2.2,.396,5.6,8.6,23,0.5,francst01,6.0,104,9.1,.451,20.3,6.0,.817,7.3,80,79,NBA,3194,3.2,113,4.6,26.4,PG,2.3,2000-01,4.4,9.2,HOU
2,8.2,.442,18.5,1.6,.324,4.9,8.4,24,0.6,francst01,6.9,109,9.8,.417,23.4,7.6,.773,9.8,57,56,NBA,2343,2.4,104,4.0,28.7,PG,1.6,2001-02,5.1,9.3,HOU
3,7.9,.453,17.5,1.4,.354,3.9,8.2,25,0.7,francst01,5.5,103,9.3,.435,21.4,7.8,.800,9.7,81,81,NBA,3318,2.6,109,4.1,27.8,PG,2.3,2002-03,4.9,8.1,HOU
4,6.5,.435,14.8,1.2,.292,4.3,8.4,26,0.6,francst01,5.4,99,7.7,.403,19.1,5.8,.775,7.4,79,79,NBA,3194,2.0,99,4.4,22.4,PG,2.4,2003-04,5.0,7.4,HOU
5,8.9,.436,20.5,0.6,.299,2.2,9.3,27,0.5,francst01,5.5,108,9.6,.423,22.6,8.5,.823,10.3,78,78,NBA,2978,2.1,105,4.6,28.3,PG,1.9,2004-05,5.4,7.7,ORL
6,6.9,.452,15.4,0.6,.301,1.9,7.8,28,0.4,francst01,4.9,110,7.5,.435,17.2,7.1,.787,9.0,70,60,NBA,2393,1.7,104,4.6,22.7,PG-SG,1.7,2005-06,4.8,6.5,TOT
7,7.2,.457,15.8,0.6,.257,2.2,8.2,28,0.3,francst01,5.0,109,7.8,.433,18.0,7.2,.797,9.1,46,45,NBA,1734,1.9,104,4.5,23.4,PG,1.6,2005-06,4.9,6.9,ORL
8,6.2,.435,14.2,0.6,.538,1.0,6.7,28,0.5,francst01,4.6,112,6.7,.442,15.2,6.7,.761,8.7,24,15,NBA,659,1.1,103,5.0,20.7,SG,1.8,2005-06,4.7,5.7,NYK
9,4.2,.422,9.9,1.8,.378,4.7,7.3,29,0.5,francst01,5.3,109,6.0,.408,14.7,7.5,.829,9.0,44,30,NBA,1237,1.4,111,5.4,21.3,SG,1.8,2006-07,4.3,6.7,NYK
10,4.0,.375,10.7,1.1,.235,4.5,8.0,30,1.3,francst01,4.0,102,5.1,.333,15.2,3.5,.565,6.1,10,3,NBA,199,2.1,91,6.7,14.7,PG,2.4,2007-08,3.7,6.1,HOU
0,7.2,.429,16.7,0.0,.000,0.0,3.3,22,0.7,frankte01,7.0,112,7.2,.428,16.7,4.4,.725,6.1,78,29,NBA,1597,2.8,98,7.9,18.8,PF,1.6,1987-88,3.2,9.8,GSW
1,6.2,.378,16.4,0.0,.000,0.2,2.7,23,1.1,frankte01,6.4,106,6.2,.374,16.6,7.1,.765,9.3,32,2,NBA,245,4.7,92,10.8,19.5,PF,2.6,1988-89,5.3,11.1,GSW
2,7.5,.458,16.4,0.0,,0.0,2.3,24,0.7,frankte01,6.3,109,7.5,.458,16.4,4.8,.765,6.3,77,39,NBA,1762,4.1,101,7.6,19.8,PF,1.4,1989-90,3.6,10.4,MIA
3,6.5,.545,11.9,0.0,,0.0,2.9,26,1.4,frankte01,6.5,111,6.5,.545,11.9,3.6,.667,5.4,10,0,NBA,140,2.9,117,8.7,16.6,PF,1.8,1991-92,1.8,9.4,MIN
4,3.5,.424,8.4,0.0,.000,0.1,3.0,28,1.9,frankte01,7.2,107,3.5,.419,8.5,2.9,.711,4.0,67,11,NBA,959,4.4,100,8.6,9.9,PF,1.9,1993-94,2.6,11.6,MIN
0,3.6,.393,9.3,1.7,.455,3.6,2.0,22,0.7,frankja01,6.3,106,5.3,.410,12.9,0.7,1.000,0.7,21,0,NBA,161,1.3,85,7.6,12.9,SG,1.3,2013-14,3.6,7.6,MEM
1,0.0,,0.0,3.8,.500,7.7,11.5,23,3.8,frankja01,3.8,110,3.8,.500,7.7,0.0,,0.0,3,0,NBA,13,3.8,83,15.4,11.5,SG,0.0,2014-15,11.5,7.7,DEN
0,8.3,.381,21.9,0.0,.000,0.3,2.6,25,0.5,frankwi01,11.2,104,8.3,.376,22.1,3.9,.652,6.0,24,,ABA,179,10.2,94,9.6,20.6,PF,0.8,1974-75,4.7,21.4,SAA
1,5.7,.545,10.4,0.0,,0.0,2.4,26,1.4,frankwi01,8.0,103,5.7,.545,10.4,4.3,.563,7.6,10,,ABA,95,5.7,116,7.6,15.6,PF,1.4,1975-76,2.4,13.7,SAA
0,3.4,.364,9.3,1.1,.294,3.6,12.6,24,0.0,fraziti01,4.6,108,4.4,.344,12.9,2.1,.476,4.4,11,3,NBA,239,1.3,88,5.5,12.0,PG,1.7,2014-15,5.3,5.9,TOT
1,2.9,.313,9.4,0.9,.273,3.2,12.6,24,0.0,fraziti01,4.4,108,3.8,.302,12.6,1.5,.333,4.4,6,3,NBA,171,1.2,79,4.7,10.0,PG,1.8,2014-15,5.3,5.6,PHI
2,4.5,.500,9.0,1.5,.333,4.5,12.7,24,0.0,fraziti01,5.2,106,6.0,.444,13.5,3.7,.833,4.5,5,0,NBA,68,1.5,108,7.5,17.2,PG,1.5,2014-15,5.2,6.7,POR
3,5.4,.442,12.2,1.1,.333,3.2,10.9,25,0.1,fraziti01,5.6,109,6.4,.419,15.4,3.6,.716,5.0,51,2,NBA,741,1.7,103,4.9,17.5,PG,2.2,2015-16,4.4,7.4,TOT
4,3.1,.395,7.9,0.6,.176,3.1,7.7,25,0.2,fraziti01,5.1,109,3.7,.333,11.0,1.5,.533,2.8,35,1,NBA,272,2.0,81,5.7,9.4,PG,1.8,2015-16,5.0,7.2,POR
5,6.7,.457,14.6,1.4,.419,3.3,12.7,25,0.1,fraziti01,5.9,109,8.0,.450,17.9,4.8,.763,6.2,16,1,NBA,469,1.6,111,4.4,22.2,PG,2.4,2015-16,4.0,7.5,NOP
6,3.9,.446,8.9,1.3,.313,4.1,10.8,26,0.2,fraziti01,4.5,110,5.2,.403,13.0,3.1,.760,4.1,65,35,NBA,1525,1.1,106,4.3,14.9,PG,1.8,2016-17,3.2,5.6,NOP
0,9.4,.472,19.9,,,,7.7,28,0.2,fraziwa01,5.8,94,9.4,.472,19.9,4.1,.838,4.9,80,,NBA,3338,1.7,,2.9,22.8,PG,2.2,1973-74,,7.4,NYK
1,9.8,.483,20.2,,,,6.9,29,0.2,fraziwa01,5.4,97,9.8,.483,20.2,4.8,.828,5.8,78,,NBA,3204,1.3,,3.0,24.3,PG,2.8,1974-75,,6.8,NYK
2,8.9,.485,18.4,,,,6.7,30,0.2,fraziwa01,6.1,99,8.9,.485,18.4,3.5,.823,4.3,59,,NBA,2427,1.5,,3.1,21.4,PG,2.0,1975-76,,7.6,NYK
3,8.8,.489,18.0,,,,6.7,31,0.1,fraziwa01,4.0,101,8.8,.489,18.0,4.3,.771,5.6,76,,NBA,2687,0.9,,3.2,21.9,PG,2.2,1976-77,,4.8,NYK
4,9.4,.471,19.9,,,,5.8,32,0.4,fraziwa01,4.3,101,9.4,.471,19.9,4.3,.850,5.0,51,,NBA,1664,1.5,105,3.5,23.0,PG,2.1,1977-78,3.2,5.8,CLE
5,9.0,.443,20.4,,,,5.4,33,0.3,fraziwa01,2.2,109,9.0,.443,20.4,3.5,.778,4.5,12,,NBA,279,1.2,97,3.7,21.6,PG,2.2,1978-79,3.7,3.4,CLE
6,6.7,.400,16.8,0.0,.000,1.7,13.5,34,1.7,fraziwa01,3.4,104,6.7,.364,18.5,3.4,1.000,3.4,3,,NBA,27,1.7,87,3.4,16.8,PG,3.4,1979-80,6.7,5.0,CLE
0,9.4,.508,18.6,0.3,.400,0.8,3.1,24,0.9,fredean01,4.0,111,9.7,.504,19.3,3.7,.706,5.3,46,0,NBA,313,4.0,98,9.1,23.5,SF,2.2,1988-89,5.3,8.0,IND
1,7.1,.399,17.9,0.0,,0.0,4.7,26,1.4,fredean01,5.1,108,7.1,.399,17.9,4.6,.717,6.4,35,3,NBA,475,3.8,91,5.3,18.9,SF,2.3,1990-91,4.3,9.0,SAC
2,8.7,.445,19.6,0.2,.235,0.9,3.9,27,1.4,fredean01,3.8,111,8.9,.435,20.5,3.5,.685,5.1,66,26,NBA,852,4.2,99,5.0,21.6,SF,2.2,1991-92,3.2,8.0,CHH
0,4.2,.409,10.3,3.5,.361,9.6,4.8,22,0.1,fredeji01,2.5,114,7.7,.386,19.9,1.8,.833,2.1,61,7,NBA,1135,0.8,100,3.3,20.6,PG,1.3,2011-12,3.0,3.3,SAC
1,5.7,.423,13.4,3.4,.417,8.3,4.9,23,0.2,fredeji01,2.8,115,9.1,.421,21.7,4.5,.859,5.2,69,0,NBA,967,1.0,106,3.4,26.2,SG,1.6,2012-13,3.6,3.8,SAC
2,6.6,.469,14.1,3.9,.476,8.3,6.3,24,0.3,fredeji01,4.3,110,10.5,.471,22.4,1.9,.905,2.1,49,0,NBA,519,0.8,105,3.4,26.9,SG,1.4,2013-14,4.7,5.1,TOT
3,6.4,.464,13.7,4.0,.493,8.0,6.7,24,0.3,fredeji01,4.2,111,10.3,.475,21.8,1.9,.895,2.1,41,0,NBA,463,0.8,106,3.1,26.5,SG,1.5,2013-14,4.8,4.9,SAC
4,8.6,.500,17.1,3.8,.364,10.5,2.9,24,0.0,fredeji01,5.7,106,12.4,.448,27.6,1.9,1.000,1.9,8,0,NBA,56,1.0,97,6.7,30.4,SG,0.0,2013-14,3.8,6.7,CHI
5,5.6,.458,12.2,0.9,.188,5.0,6.0,25,0.2,fredeji01,3.3,111,6.5,.380,17.1,4.4,.956,4.6,50,0,NBA,509,0.8,97,4.4,18.4,PG,1.5,2014-15,3.4,4.1,NOP
6,2.8,.333,8.3,2.8,.500,5.6,2.8,26,0.0,fredeji01,0.0,111,5.6,.400,13.9,11.1,.800,13.9,6,0,NBA,18,0.0,94,5.6,25.0,SG,2.8,2015-16,5.6,0.0,TOT
7,3.8,.333,11.4,0.0,.000,3.8,3.8,26,0.0,fredeji01,0.0,109,3.8,.250,15.3,0.0,,0.0,4,0,NBA,13,0.0,51,3.8,7.6,SG,3.8,2015-16,3.8,0.0,NOP
8,0.0,,0.0,10.3,1.000,10.3,0.0,26,0.0,fredeji01,0.0,116,10.3,1.000,10.3,41.1,.800,51.4,2,0,NBA,5,0.0,151,10.3,72.0,SG,0.0,2015-16,10.3,0.0,NYK
0,9.5,.448,21.2,,,,4.1,22,0.2,freewo01,2.4,102,9.5,.448,21.2,4.5,.602,7.4,71,,NBA,1121,2.5,,4.3,23.5,SG,1.5,1975-76,,5.0,PHI
1,9.2,.457,20.1,,,,5.2,23,0.5,freewo01,2.8,101,9.2,.457,20.1,6.6,.720,9.1,78,,NBA,2253,1.9,,4.1,24.9,SG,1.5,1976-77,,4.7,PHI
2,8.4,.455,18.5,,,,6.6,24,0.9,freewo01,2.6,104,8.4,.455,18.5,8.9,.731,12.1,76,,NBA,2050,2.0,107,4.3,25.7,SG,1.5,1977-78,4.3,4.6,PHI
3,12.2,.481,25.3,,,,5.2,25,0.5,freewo01,2.7,110,12.2,.481,25.3,10.0,.756,13.2,78,,NBA,2954,1.9,113,3.9,34.3,PG,1.7,1978-79,4.5,4.6,SDC
4,13.3,.476,28.0,0.2,.360,0.5,5.2,26,0.6,freewo01,2.0,113,13.5,.474,28.5,10.5,.753,13.9,68,,NBA,2585,2.4,112,3.6,37.6,SG,1.5,1979-80,4.2,4.4,SDC
5,10.2,.454,22.6,0.1,.161,0.6,7.2,27,0.2,freewo01,2.2,112,10.4,.446,23.2,10.6,.814,13.0,65,,NBA,2370,1.0,115,3.7,31.4,SG,1.7,1980-81,3.9,3.2,GSW
6,10.8,.458,23.6,0.2,.179,0.9,7.1,28,0.1,freewo01,2.2,112,11.0,.448,24.6,8.1,.740,11.0,78,78,NBA,2796,2.0,111,3.8,30.3,SG,1.2,1981-82,3.5,4.2,GSW
7,11.6,.460,25.3,0.3,.333,0.8,5.3,29,0.3,freewo01,2.0,110,11.9,.456,26.1,7.9,.738,10.7,73,69,NBA,2638,1.7,106,4.4,31.9,SG,1.8,1982-83,3.8,3.7,TOT
8,10.8,.454,23.8,0.0,.000,0.2,5.9,29,0.2,freewo01,1.5,113,10.8,.451,24.0,7.0,.711,9.8,19,18,NBA,700,1.5,106,4.4,28.6,SG,1.0,1982-83,3.3,2.9,GSW
9,11.9,.462,25.8,0.4,.357,1.1,5.1,29,0.3,freewo01,2.2,108,12.3,.458,26.9,8.2,.747,11.0,54,51,NBA,1938,1.8,106,4.4,33.2,SG,2.1,1982-83,4.0,4.0,CLE
10,12.5,.451,27.8,0.5,.319,1.4,4.7,30,0.2,freewo01,2.7,111,13.0,.445,29.2,8.2,.784,10.5,75,71,NBA,2375,1.8,108,4.4,34.6,SG,2.0,1983-84,3.2,4.5,CLE
11,11.3,.474,23.8,1.5,.368,4.0,6.7,31,0.3,freewo01,3.1,111,12.8,.459,27.8,6.5,.749,8.6,71,50,NBA,2249,1.3,111,3.4,33.4,SG,1.6,1984-85,2.9,4.4,CLE
12,10.8,.460,23.6,1.3,.420,3.1,5.9,32,0.4,freewo01,2.7,111,12.1,.455,26.7,7.1,.780,9.1,75,75,NBA,2535,1.3,109,3.5,32.7,SG,1.7,1985-86,3.2,4.1,CLE
13,6.4,.325,19.7,0.3,.222,1.6,5.2,33,0.7,freewo01,2.4,114,6.8,.317,21.3,6.2,.766,8.1,20,2,NBA,285,0.9,91,4.5,20.1,SG,0.9,1986-87,3.1,3.3,PHI
14,9.3,.429,21.8,0.6,.229,2.4,4.1,34,0.2,freewo01,2.1,110,9.9,.409,24.2,5.5,.800,6.9,58,0,NBA,682,1.0,98,5.1,25.9,SG,1.4,1987-88,3.4,3.0,HOU
0,6.4,.408,15.6,0.0,,0.0,1.4,25,1.2,freeljo01,8.7,108,6.4,.408,15.6,2.0,.667,3.0,51,1,NBA,477,4.4,94,7.4,14.8,PF,1.4,2012-13,2.1,13.1,POR
1,5.4,.481,11.1,0.0,.000,0.1,2.5,26,1.5,freeljo01,8.4,107,5.4,.475,11.3,1.4,.690,2.0,52,0,NBA,727,6.1,109,6.6,12.1,C,0.7,2013-14,2.2,14.5,POR
2,6.1,.490,12.5,0.0,,0.0,1.3,27,1.9,freeljo01,10.7,102,6.1,.490,12.5,1.7,.840,2.1,48,8,NBA,617,5.1,109,7.7,14.0,C,0.7,2014-15,1.9,15.8,POR
0,10.3,.458,22.5,0.0,.000,0.1,4.4,29,0.6,freemdo01,2.1,105,10.3,.456,22.5,4.8,.797,6.0,66,,ABA,1735,2.4,103,4.7,25.3,SG,1.3,1973-74,3.5,4.5,INA
1,8.9,.450,19.7,0.0,.000,0.1,4.0,30,0.3,freemdo01,1.5,110,8.9,.448,19.8,5.7,.821,6.9,77,,ABA,2381,2.1,110,3.3,23.4,SG,1.3,1974-75,2.6,3.6,SAA
2,7.9,.434,18.2,,,,5.1,31,0.3,freemdo01,3.2,101,7.9,.434,18.2,4.9,.819,6.0,64,,NBA,1480,2.2,,4.8,20.7,SG,1.7,1975-76,,5.4,LAL
0,,,,,,,2.3,23,0.2,freemro01,5.4,99,6.5,.379,17.2,4.7,.683,6.9,35,,NBA,265,3.7,,7.0,17.7,SF,2.0,1973-74,,9.0,PHI
0,2.9,.315,9.1,1.7,.259,6.7,2.5,23,0.2,freijma01,5.6,109,4.6,.291,15.8,0.6,.625,1.0,23,11,NBA,441,2.0,78,5.0,11.6,PF,1.6,2004-05,2.1,7.6,NOH
1,4.7,.406,11.6,1.1,.136,8.0,2.5,25,0.4,freijma01,5.8,111,5.8,.296,19.6,1.8,.833,2.2,19,0,NBA,147,2.9,86,4.7,14.5,PF,1.1,2006-07,1.1,8.7,ATL
0,10.2,.479,21.2,0.1,.333,0.3,1.8,22,1.6,fryech01,7.9,110,10.3,.477,21.5,6.4,.825,7.7,65,14,NBA,1572,4.6,110,6.7,27.0,C,1.0,2005-06,3.3,12.6,NYK
1,8.2,.440,18.7,0.1,.167,0.5,1.9,23,1.2,fryech01,8.5,108,8.3,.433,19.2,2.4,.787,3.0,72,59,NBA,1896,2.5,95,6.0,19.1,PF,1.0,2006-07,2.8,11.0,NYK
2,8.9,.492,18.0,0.1,.300,0.4,2.3,24,1.1,fryech01,10.0,106,9.0,.488,18.4,3.5,.780,4.4,78,20,NBA,1342,4.4,109,8.5,21.6,C,1.2,2007-08,2.2,14.4,POR
3,7.6,.436,17.4,0.8,.333,2.5,1.8,25,1.2,fryech01,7.4,108,8.4,.423,19.8,1.9,.722,2.7,63,1,NBA,746,3.0,100,7.9,19.5,PF,1.3,2008-09,2.2,10.4,POR
4,3.3,.466,7.2,4.0,.439,9.0,2.6,26,1.7,fryech01,8.3,108,7.3,.451,16.2,2.3,.810,2.8,81,41,NBA,2190,1.5,120,6.0,20.8,C,1.5,2009-10,1.7,9.8,PHO
5,3.7,.479,7.8,3.4,.390,8.8,1.9,27,1.6,fryech01,9.0,109,7.2,.432,16.6,1.8,.832,2.1,77,64,NBA,2541,1.3,110,5.4,19.5,PF,0.9,2010-11,1.5,10.3,PHO
6,5.1,.469,10.9,2.8,.346,8.2,2.7,28,2.2,fryech01,9.6,104,7.9,.416,19.0,2.3,.890,2.5,64,59,NBA,1669,2.2,106,5.5,20.9,PF,1.3,2011-12,2.0,11.8,PHO
7,3.8,.509,7.5,3.5,.370,9.4,2.1,30,1.4,fryech01,7.4,107,7.3,.432,16.9,1.7,.821,2.1,82,82,NBA,2312,1.6,111,5.3,19.7,PF,1.3,2013-14,1.9,9.0,PHO
8,1.5,.390,3.9,3.7,.393,9.5,2.6,31,1.1,fryech01,7.3,108,5.2,.392,13.3,0.8,.886,1.0,75,51,NBA,1870,0.7,101,5.2,15.0,PF,1.3,2014-15,2.1,8.0,ORL
9,2.6,.545,4.7,3.8,.387,9.9,3.0,32,1.2,fryech01,8.4,106,6.4,.438,14.6,1.3,.857,1.5,70,32,NBA,1200,1.5,113,5.3,17.9,PF-C,1.2,2015-16,1.8,9.9,TOT
10,2.2,.508,4.3,3.2,.397,8.0,3.0,32,1.3,fryech01,7.8,107,5.4,.435,12.3,1.3,.905,1.4,44,29,NBA,754,1.5,111,4.7,15.2,PF,1.4,2015-16,2.0,9.4,ORL
11,3.2,.596,5.4,5.0,.377,13.2,3.0,32,0.9,fryech01,9.3,104,8.2,.441,18.6,1.3,.786,1.6,26,3,NBA,446,1.4,117,6.5,22.6,C,0.9,2015-16,1.5,10.7,CLE
12,3.6,.546,6.6,4.9,.409,12.0,1.6,33,1.3,fryech01,9.0,109,8.5,.458,18.6,2.2,.851,2.6,74,15,NBA,1398,1.3,115,4.9,24.1,C,1.2,2016-17,1.9,10.4,CLE
0,6.0,.460,13.0,,,,7.4,24,0.3,fryerbe01,2.6,104,6.0,.460,13.0,2.8,.793,3.6,80,,NBA,1674,1.6,,4.9,14.8,SG,2.4,1973-74,,4.2,POR
1,4.5,.410,11.1,0.0,.000,0.1,5.0,25,0.0,fryerbe01,3.0,104,4.5,.408,11.1,3.5,.775,4.5,40,,TOT,696,1.3,92,5.2,12.6,SG,1.8,1974-75,1.1,4.3,TOT
2,4.1,.358,11.5,0.0,.000,0.2,4.5,25,0.0,fryerbe01,2.9,111,4.1,.353,11.7,3.8,.786,4.8,9,,ABA,264,0.9,92,4.8,12.1,SG,1.0,1974-75,2.9,3.8,SSL
3,4.8,.443,10.8,,,,5.3,25,0.0,fryerbe01,3.0,101,4.8,.443,10.8,3.4,.767,4.4,31,,NBA,432,1.6,,5.5,12.9,SG,2.2,1974-75,,4.7,NOJ
0,3.7,.375,9.8,0.0,,0.0,2.5,22,1.2,fullehi01,8.6,108,3.7,.375,9.8,2.5,.333,7.4,4,0,NBA,43,4.9,73,6.1,9.8,PF,0.0,2003-04,4.9,13.5,ATL
0,6.3,.429,14.6,0.0,,0.0,1.3,22,1.1,fulleto02,7.8,113,6.3,.429,14.6,4.2,.691,6.1,75,18,NBA,949,5.9,102,8.0,16.7,C,0.6,1996-97,2.9,13.7,GSW
1,7.4,.428,17.2,0.0,.000,0.3,0.9,23,1.4,fulleto02,11.6,104,7.4,.420,17.6,4.7,.688,6.9,57,1,NBA,613,5.2,96,7.6,19.4,C,0.5,1997-98,3.2,16.8,GSW
2,6.7,.452,14.8,0.0,,0.0,0.7,24,1.7,fulleto02,8.7,99,6.7,.452,14.8,3.6,.600,6.0,42,2,NBA,462,3.3,92,7.2,17.0,C,0.7,1998-99,3.2,12.1,UTA
3,6.5,.418,15.6,0.0,,0.0,0.6,25,1.0,fulleto02,9.5,101,6.5,.418,15.6,4.1,.604,6.8,41,2,NBA,399,4.6,89,5.9,17.2,C,1.2,1999-00,3.5,14.1,CHH
4,7.2,.286,25.1,0.0,,0.0,0.7,26,1.4,fulleto02,7.9,96,7.2,.286,25.1,5.7,1.000,5.7,10,0,NBA,77,5.0,83,7.2,20.0,C,2.1,2000-01,2.1,12.9,MIA
0,4.6,.369,12.4,0.0,.000,0.2,5.4,22,0.2,fulleto01,5.5,105,4.6,.364,12.6,2.3,.750,3.1,15,,NBA,248,2.5,82,4.8,11.5,SG,1.9,1980-81,4.4,8.0,DET
0,9.0,.496,18.2,0.0,.143,0.3,3.0,27,0.7,fundela01,7.3,108,9.1,.490,18.6,5.2,.679,7.7,52,1,NBA,1094,3.8,106,2.7,23.5,PF,0.9,1997-98,3.0,11.1,SAC
1,8.9,.565,15.7,0.1,.200,0.3,1.6,28,1.2,fundela01,6.5,104,8.9,.559,16.0,4.5,.708,6.4,47,2,NBA,936,5.4,116,4.1,22.4,PF,1.2,1998-99,2.8,11.9,SAC
2,8.7,.526,16.5,0.0,.000,0.1,1.6,29,0.9,fundela01,6.4,103,8.7,.523,16.6,5.4,.706,7.7,75,1,NBA,1026,4.6,117,4.3,22.8,PF,1.5,1999-00,1.9,11.0,SAC
3,8.7,.496,17.6,0.0,,0.0,1.2,30,0.9,fundela01,8.9,101,8.7,.496,17.6,3.5,.623,5.6,59,2,NBA,698,5.4,107,3.2,21.0,PF,0.7,2000-01,2.3,14.3,SAC
4,8.0,.475,16.8,0.0,.000,0.2,2.2,31,1.3,fundela01,8.5,102,8.0,.469,17.0,2.4,.607,3.9,56,1,NBA,722,5.3,104,4.5,18.4,PF,0.8,2001-02,2.3,13.8,SAC
5,7.0,.444,15.8,0.0,,0.0,1.8,32,2.4,fundela01,8.4,100,7.0,.444,15.8,2.2,.588,3.7,27,0,NBA,229,3.7,101,5.5,16.3,PF,0.2,2002-03,1.3,12.1,SAC
6,7.4,.500,14.8,0.0,,0.0,0.0,34,0.0,fundela01,4.9,106,7.4,.500,14.8,7.4,.600,12.4,2,0,NBA,21,2.5,121,4.9,22.3,PF,0.0,2004-05,0.0,7.4,CHI
0,8.7,.340,25.5,,,,4.8,22,0.5,furlote01,5.3,99,8.7,.340,25.5,4.1,.889,4.6,32,,NBA,174,4.6,,2.8,21.4,SG,1.8,1976-77,,9.9,PHI
1,10.8,.433,24.8,,,,4.0,23,0.8,furlote01,3.4,103,10.8,.433,24.8,4.9,.889,5.6,53,,NBA,827,2.6,96,3.8,26.5,SG,1.2,1977-78,4.3,6.0,CLE
2,10.8,.483,22.3,,,,5.1,24,0.8,furlote01,2.5,108,10.8,.483,22.3,4.5,.836,5.4,78,,NBA,1686,2.1,106,3.4,26.1,SG,1.6,1978-79,3.7,4.6,TOT
3,11.6,.483,24.0,,,,4.3,24,0.7,furlote01,2.2,110,11.6,.483,24.0,4.3,.824,5.3,49,,NBA,1110,1.9,104,3.4,27.5,SG,1.7,1978-79,3.7,4.0,CLE
4,9.2,.481,19.1,,,,6.6,24,1.1,furlote01,3.2,106,9.2,.481,19.1,4.9,.857,5.7,29,,NBA,576,2.6,109,3.4,23.3,SG,1.5,1978-79,3.8,5.8,ATL
5,9.4,.481,19.5,0.6,.293,1.9,6.8,25,0.5,furlote01,2.9,111,9.9,.464,21.4,4.0,.872,4.5,76,,NBA,2122,1.6,104,2.3,24.4,SG,1.7,1979-80,3.8,4.5,TOT
6,7.8,.428,18.3,0.1,.111,1.1,8.7,25,1.1,furlote01,2.3,104,7.9,.410,19.3,5.3,.863,6.1,21,,NBA,404,2.8,104,2.3,21.3,SG,2.3,1979-80,4.1,5.0,ATL
7,9.8,.493,19.8,0.7,.315,2.1,6.3,25,0.4,furlote01,3.0,113,10.4,.476,21.9,3.6,.876,4.2,55,,NBA,1718,1.3,104,2.3,25.1,SG,1.5,1979-80,3.7,4.4,UTA
0,4.9,.486,10.1,0.0,.000,0.1,0.6,24,3.6,gadzuda01,9.2,104,4.9,.483,10.1,2.0,.518,3.9,49,30,NBA,760,4.6,103,8.7,11.8,C,1.5,2002-03,1.9,13.8,MIL
1,7.6,.526,14.5,0.0,.000,0.0,1.2,25,4.4,gadzuda01,9.2,99,7.6,.524,14.5,2.4,.492,4.9,75,0,NBA,1260,5.2,108,7.7,17.6,C,2.1,2003-04,1.9,14.4,MIL
2,7.2,.539,13.4,0.0,,0.0,0.9,26,3.1,gadzuda01,12.2,104,7.2,.539,13.4,3.2,.538,5.9,81,81,NBA,1783,7.7,113,6.6,17.6,C,1.4,2004-05,2.4,20.0,MIL
3,10.2,.555,18.3,0.0,.000,0.1,1.4,27,2.6,gadzuda01,8.4,104,10.2,.553,18.4,2.4,.461,5.3,74,0,NBA,885,5.4,111,10.2,22.8,C,1.5,2005-06,2.1,13.8,MIL
4,6.7,.476,14.0,0.0,.000,0.1,1.8,28,2.0,gadzuda01,9.4,108,6.7,.474,14.1,2.6,.467,5.6,54,8,NBA,840,5.8,99,8.7,16.0,C,1.4,2006-07,3.0,15.2,MIL
5,6.3,.418,15.1,0.0,.000,0.1,1.1,29,2.4,gadzuda01,7.6,109,6.3,.416,15.2,3.2,.524,6.2,51,4,NBA,534,6.6,93,8.2,15.8,C,2.0,2007-08,3.3,14.2,MIL
6,6.4,.483,13.3,0.0,.000,0.1,2.1,30,2.4,gadzuda01,8.8,104,6.4,.480,13.4,2.0,.544,3.7,67,26,NBA,941,5.2,104,8.9,14.9,C,1.8,2008-09,2.3,14.1,MIL
7,6.5,.438,14.8,0.0,,0.0,2.0,31,2.2,gadzuda01,9.0,100,6.5,.438,14.8,1.7,.400,4.2,32,6,NBA,314,6.3,96,10.5,14.7,C,1.5,2009-10,2.5,15.3,MIL
