,3PAr,AST%,Age,BLK%,BPM,BR_player_id,DBPM,DRB%,DWS,FTr,G,Lg,MP,OBPM,ORB%,OWS,PER,Pos,STL%,Season,TOV%,TRB%,TS%,Tm,USG%,VORP,WS,WS/48
0,,,24,,,kingda01,,,,.455,12,NBA,103,,,,,,,1954-55,,,.360,BLB,,,,
0,.091,15.0,23,0.0,-11.7,kingfr01,-1.2,5.7,0.0,.273,6,NBA,20,-10.5,5.9,-0.1,0.7,PG,5.2,1995-96,14.0,5.8,.284,LAL,32.1,0.0,-0.1,-0.234
1,.118,13.2,24,0.0,-1.7,kingfr01,-0.2,18.9,0.1,.294,7,NBA,59,-1.5,7.2,0.1,15.0,SG,3.4,1996-97,13.5,12.9,.521,PHI,15.9,0.0,0.1,.113
0,,,23,,,kingge01,,,2.5,.456,66,NBA,1889,,,3.9,16.6,PG,,1951-52,,,.473,SYR,,,6.4,.162
1,,,24,,,kingge01,,,3.2,.696,71,NBA,2519,,,4.9,16.2,PG,,1952-53,,,.479,SYR,,,8.1,.155
2,,,25,,,kingge01,,,3.6,.551,72,NBA,2370,,,2.7,14.5,PG,,1953-54,,,.442,SYR,,,6.3,.129
3,,,26,,,kingge01,,,3.2,.379,67,NBA,2015,,,0.6,12.8,PG,,1954-55,,,.422,SYR,,,3.8,.090
4,,,27,,,kingge01,,,3.3,.360,72,NBA,2343,,,0.5,13.1,PG,,1955-56,,,.421,SYR,,,3.8,.078
5,,,29,,,kingge01,,,2.6,.352,63,NBA,2272,,,0.4,11.3,PG,,1957-58,,,.409,CIN,,,3.0,.064
0,.000,10.2,26,1.1,-0.7,kingge02,0.6,13.5,0.1,1.286,19,NBA,63,-1.2,11.4,0.1,13.6,SF,1.7,1998-99,15.4,12.5,.525,SAS,19.1,0.0,0.2,.166
1,.000,7.4,27,1.0,-0.4,kingge02,0.3,18.2,0.9,.238,62,NBA,1060,-0.7,9.0,1.4,13.4,SF,1.7,1999-00,11.8,13.6,.534,WAS,14.5,0.4,2.3,.103
2,.000,7.4,28,1.1,-3.8,kingge02,-1.2,15.2,0.2,.256,45,NBA,706,-2.6,6.3,0.3,10.1,SF,1.0,2000-01,19.4,10.7,.552,WAS,15.3,-0.3,0.5,.035
0,,,22,,,kingji01,,,0.5,.510,60,NBA,762,,,0.6,11.4,PG,,1963-64,,,.483,LAL,,,1.1,.069
1,,14.2,23,,,kingji01,,,0.9,.322,77,NBA,1671,,,0.5,9.3,PG,,1964-65,,,.454,LAL,,,1.5,.043
2,,19.2,24,,,kingji01,,,1.2,.211,76,NBA,1499,,,1.1,11.8,PG,,1965-66,,,.479,LAL,,,2.3,.073
3,,18.0,25,,,kingji01,,,2.5,.323,67,NBA,1667,,,1.0,13.7,SG,,1966-67,,,.477,SFW,,,3.5,.101
4,,18.0,26,,,kingji01,,,2.1,.335,54,NBA,1743,,,1.6,14.6,PG,,1967-68,,,.489,SFW,,,3.7,.102
5,,16.9,27,,,kingji01,,,1.2,.274,46,NBA,1010,,,-1.3,9.0,PG,,1968-69,,,.399,SFW,,,-0.1,-0.004
6,,16.5,28,,,kingji01,,,0.4,.318,34,NBA,391,,,0.0,11.1,PG,,1969-70,,,.473,TOT,,,0.4,.048
7,,13.3,28,,,kingji01,,,0.1,.304,3,NBA,105,,,0.0,13.1,PG,,1969-70,,,.470,SFW,,,0.1,.048
8,,17.7,28,,,kingji01,,,0.2,.325,31,NBA,286,,,0.0,10.3,PG,,1969-70,,,.474,CIN,,,0.3,.048
9,,16.8,29,,,kingji01,,,0.7,.346,55,NBA,645,,,0.7,12.8,PG,,1970-71,,5.0,.502,CHI,,,1.3,.099
10,,13.6,30,,,kingji01,,,1.4,.317,73,NBA,1014,,,1.1,11.7,SG,,1971-72,,3.8,.509,CHI,,,2.5,.117
11,,14.1,31,,,kingji01,,,1.0,.198,65,NBA,785,,,0.4,10.9,SG,,1972-73,,4.8,.483,CHI,,,1.5,.091
0,.133,15.6,22,1.1,-5.7,kingji02,-2.4,9.2,0.1,.302,62,NBA,868,-3.2,5.9,-0.1,9.9,SG,1.2,1995-96,17.2,7.6,.483,TOR,17.7,-0.8,0.0,.000
1,.000,14.1,23,0.0,0.1,kingji02,2.0,0.0,0.0,.667,2,NBA,22,-1.9,10.5,0.0,12.7,SG,7.1,1996-97,11.4,5.2,.387,DEN,17.8,0.0,0.0,.030
0,.176,12.7,22,,,kinglo01,,6.2,1.4,.241,74,ABA,1153,,2.6,-0.9,8.2,SG,,1971-72,12.2,4.3,.446,MMP,19.8,,0.4,.017
1,.103,16.5,23,,,kinglo01,,9.7,0.0,.276,10,ABA,102,,1.9,-0.3,1.6,SG,,1972-73,11.0,5.7,.292,MMT,13.8,,-0.3,-0.148
0,,,24,,,kingma01,,,0.0,.125,1,NBA,19,,,0.1,17.3,PG,,1959-60,,,.592,BOS,,,0.1,.264
1,,,27,,,kingma01,,,0.2,.141,37,NBA,954,,,-0.3,8.3,PG,,1962-63,,,.422,CHZ,,,-0.1,-0.005
0,.002,6.6,22,0.9,1.5,kingre01,2.0,20.7,3.4,.439,82,NBA,2052,-0.6,9.3,2.8,13.5,PF,1.6,1979-80,14.4,14.8,.565,KCK,13.5,1.8,6.2,.146
1,.000,6.1,23,0.9,1.6,kingre01,1.1,22.2,3.9,.445,81,NBA,2743,0.5,9.6,4.4,16.9,PF,1.8,1980-81,13.7,15.9,.583,KCK,18.1,2.5,8.3,.145
2,.000,8.7,24,0.6,0.7,kingre01,1.1,16.0,2.5,.379,80,NBA,2609,-0.4,6.8,2.2,13.0,SF,1.5,1981-82,15.0,11.2,.551,KCK,16.2,1.8,4.8,.087
3,.000,7.0,25,0.6,-1.1,kingre01,0.4,16.2,1.0,.427,58,NBA,995,-1.6,9.9,0.7,10.5,SF,1.3,1982-83,19.6,13.0,.526,KCK,12.8,0.2,1.6,.077
4,.004,11.2,26,0.6,0.1,kingre01,1.4,18.2,2.1,.460,77,NBA,2086,-1.3,7.3,1.3,11.7,SF,1.2,1983-84,19.1,12.8,.559,SEA,13.3,1.1,3.4,.079
5,.000,8.1,27,0.7,-3.5,kingre01,0.8,10.5,0.7,.396,60,NBA,860,-4.3,5.9,-0.2,6.9,SF,1.6,1984-85,19.4,8.2,.477,SEA,10.6,-0.3,0.5,.028
0,.014,7.8,22,1.5,-5.4,kingri01,-1.9,16.0,0.2,.634,40,NBA,213,-3.5,10.6,0.0,10.1,C,0.9,1991-92,16.5,13.3,.485,SEA,21.5,-0.2,0.2,.046
1,.000,11.7,23,0.0,-12.7,kingri01,-2.2,39.6,0.0,.400,3,NBA,12,-10.6,9.6,0.0,8.7,C,0.0,1992-93,33.8,24.3,.510,SEA,31.1,0.0,0.0,-0.105
2,.029,15.7,24,1.8,-4.0,kingri01,-1.9,16.8,0.1,.647,27,NBA,78,-2.2,13.6,0.0,12.9,C,0.6,1993-94,13.8,15.2,.469,SEA,27.8,0.0,0.1,.070
3,.000,0.0,25,0.0,-26.3,kingri01,-6.2,0.0,0.0,1.000,2,NBA,6,-20.2,0.0,-0.1,-19.8,C,0.0,1994-95,0.0,0.0,.000,SEA,20.8,0.0,-0.1,-0.499
0,.086,15.5,22,0.8,-3.0,kingro01,-1.6,8.1,0.2,.243,9,ABA,126,-1.4,6.0,0.0,13.1,SG,1.8,1973-74,8.3,7.1,.413,KEN,25.9,0.0,0.2,.068
0,.002,6.6,23,2.1,-2.1,kingst01,-0.9,14.3,1.4,.504,82,NBA,1777,-1.2,11.2,2.2,13.8,PF,1.1,1989-90,15.5,12.8,.562,CHI,18.4,-0.1,3.6,.098
1,.006,6.9,24,2.2,-3.3,kingst01,-0.1,13.2,1.4,.455,76,NBA,1198,-3.2,7.2,0.1,10.2,PF,1.0,1990-91,18.5,10.2,.523,CHI,17.6,-0.4,1.5,.059
2,.012,8.1,25,1.2,-2.0,kingst01,-1.2,10.5,1.4,.372,79,NBA,1268,-0.8,8.1,1.7,13.4,PF,0.8,1991-92,13.3,9.3,.557,CHI,19.4,0.0,3.1,.118
3,.018,9.2,26,1.3,-2.4,kingst01,-1.0,11.5,1.0,.359,76,NBA,1059,-1.4,11.1,0.9,12.8,C,1.3,1992-93,15.1,11.3,.518,CHI,18.9,-0.1,1.9,.088
